TFLite_operator,NNG Operator,SRAM Usage,Peak%,Op Cycles,Network%,NPU,SRAM AC,DRAM AC,OnFlash AC,OffFlash AC,MAC Count,Network%,Util%,Name
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat52_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg53
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat53_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg54
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat54_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg55
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat55_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg56
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat56_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg57
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat57_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg58
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat58_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg59
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat59_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg60
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat60_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg61
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat61_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg62
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat62_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg63
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat63_avgpool
STRIDED_SLICE,AvgPool,0,0.0,8754.0,0.2936831945377744,8754.0,0.0,600.0006000006,0.0,0.0,3200,0.0014909351145038167,0.07139593328763993,model_28/tf.strided_slice_11/StridedSlice_avgpool
STRIDED_SLICE,AvgPool,0,0.0,8754.0,0.2936831945377744,8754.0,0.0,600.0006000006,0.0,0.0,3200,0.0014909351145038167,0.07139593328763993,model_28/tf.strided_slice_10/StridedSlice_avgpool
TFLite_operator,NNG Operator,SRAM Usage,Peak%,Op Cycles,Network%,NPU,SRAM AC,DRAM AC,OnFlash AC,OffFlash AC,MAC Count,Network%,Util%,Name
MUL,Mul,10000,1.9460704944575913,1875.0,0.06290335729475977,1875.0,625.0,937.5009375009375,0.0,0.0,0,0.0,0.0,model_28/tf.math.multiply_26/Mul
SOFTMAX,MaxPool,10112,1.9678664839955162,2529.0,0.08484404831917197,2529.0,818.75,0.0,0.0,0.0,10000,0.004659172232824428,0.7722914195334124,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_maxpool0
SOFTMAX,Sub,54912,10.686262299165525,5600.0,0.1878713604536825,5600.0,4050.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_sub1
SOFTMAX,SHR,84800,16.502677793000373,5300.0,0.17780682328652095,3125.0,5300.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_shr2
SOFTMAX,ReduceSum,91200,17.74816290945323,2900.0,0.09729052594922843,1621.0,2900.0,0.0,0.0,0.0,10000,0.004659172232824428,0.6734913793103448,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_reduce_sum3
SOFTMAX,CLZ,57600,11.209366048075726,900.0,0.030193611501484686,900.0,800.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_clz4
SOFTMAX,Sub,64000,12.454851164528584,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_sub5
SOFTMAX,Sub,70400,13.700336280981443,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_sub6
SOFTMAX,SHL,64000,12.454851164528584,1200.0,0.04025814866864625,500.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_shl7
SOFTMAX,Sub,57600,11.209366048075726,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_sub8
SOFTMAX,SHL,57600,11.209366048075726,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_shl9
SOFTMAX,Add,57600,11.209366048075726,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_add10
SOFTMAX,Mul,64000,12.454851164528584,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_mul11
SOFTMAX,Add,64000,12.454851164528584,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_add12
SOFTMAX,Mul,70400,13.700336280981443,1200.0,0.04025814866864625,500.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_mul13
SOFTMAX,Sub,70400,13.700336280981443,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_sub14
SOFTMAX,Mul,70400,13.700336280981443,1200.0,0.04025814866864625,500.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_mul15
SOFTMAX,Mul,70400,13.700336280981443,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_mul16
SOFTMAX,Add,70400,13.700336280981443,1200.0,0.04025814866864625,500.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_add17
SOFTMAX,Mul,70400,13.700336280981443,1200.0,0.04025814866864625,500.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_mul18
SOFTMAX,Sub,70400,13.700336280981443,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_sub19
SOFTMAX,Mul,70400,13.700336280981443,1200.0,0.04025814866864625,500.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_mul20
SOFTMAX,Mul,70400,13.700336280981443,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_mul21
SOFTMAX,Add,70400,13.700336280981443,1200.0,0.04025814866864625,500.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_add22
SOFTMAX,Mul,70400,13.700336280981443,1200.0,0.04025814866864625,500.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_mul23
SOFTMAX,Sub,64000,12.454851164528584,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_sub24
SOFTMAX,Mul,64000,12.454851164528584,1200.0,0.04025814866864625,500.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_mul25
SOFTMAX,Mul,64000,12.454851164528584,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_mul26
SOFTMAX,Add,64000,12.454851164528584,1200.0,0.04025814866864625,500.0,1200.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_add27
SOFTMAX,Mul,57600,11.209366048075726,800.0,0.0268387657790975,500.0,800.0,6.0000060000060005,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_mul28
SOFTMAX,Mul,102400,19.927761863245735,8400.0,0.2818070406805237,3500.0,8400.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_mul29
SOFTMAX,SHR,61200,11.90995142608046,6225.0,0.2088391462186024,3125.0,6225.0,0.0,0.0,0.0,0,0.0,0.0,model_28/tf.nn.softmax_1/wa/model.10/m/m.0/attn/Softmax_shr30
TRANSPOSE,AvgPool,10000,1.9460704944575913,46257.0,1.5518509858046414,46257.0,862.5,937.5009375009375,0.0,0.0,10000,0.004659172232824428,0.04222333917028774,model_28/tf.compat.v1.transpose_24/transpose_avgpool
TFLite_operator,NNG Operator,SRAM Usage,Peak%,Op Cycles,Network%,NPU,SRAM AC,DRAM AC,OnFlash AC,OffFlash AC,MAC Count,Network%,Util%,Name
RESHAPE,Memcpy,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,model_28/tf.reshape_8/Reshape
TFLite_operator,NNG Operator,SRAM Usage,Peak%,Op Cycles,Network%,NPU,SRAM AC,DRAM AC,OnFlash AC,OffFlash AC,MAC Count,Network%,Util%,Name
ADD,Add,6400,1.2454851164528584,2400.0,0.0805162973372925,2400.0,400.0,1200.0012000012,0.0,0.0,0,0.0,0.0,model_28/tf.math.add_79/Add
CONV_2D,Conv2DBias,17568,3.4188566446630966,3780.0,0.12681316830623568,3780.0,880.0,0.0,0.0,0.0,409600,0.19083969465648853,21.164021164021165,model_28/tf.math.add_80/Add;model_28/tf.nn.convolution_54/convolution;Const_137
ADD,Add,6400,1.2454851164528584,2400.0,0.0805162973372925,2400.0,800.0,600.0006000006,0.0,0.0,0,0.0,0.0,model_28/tf.math.add_82/Add
CONV_2D,Conv2DBias,28704,5.58600074729107,4720.0,0.15834871809667525,4720.0,1760.0,0.0,0.0,0.0,819200,0.38167938931297707,33.89830508474576,model_28/tf.nn.relu_52/Relu;model_28/tf.math.add_83/Add;model_28/tf.nn.convolution_55/convolution;Const_135
CONV_2D,Conv2DBias,34208,6.657117947440529,2400.0,0.0805162973372925,2400.0,1360.0,0.0,0.0,0.0,819200,0.38167938931297707,66.66666666666666,model_28/tf.math.add_84/Add;model_28/tf.nn.convolution_56/convolution;Const_133
ADD,Add,12800,2.490970232905717,2400.0,0.0805162973372925,2400.0,800.0,600.0006000006,0.0,0.0,0,0.0,0.0,model_28/tf.math.add_86/Add
CONV_2D,Conv2DBias,22240,4.328060779673683,5660.0,0.18988426788711482,5660.0,800.0,1440.00144000144,0.0,0.0,819200,0.38167938931297707,28.26855123674912,model_28/tf.math.add_87/Add;model_28/tf.nn.convolution_57/convolution;Const_131
TRANSPOSE,AvgPool,12800,2.490970232905717,320081.0,10.738223736674133,320081.0,825.0,1200.0012000012,0.0,0.0,12800,0.005963740458015267,0.007810522961375402,model_28/tf.compat.v1.transpose_35/transpose_avgpool
STRIDED_SLICE,AvgPool,0,0.0,16536.0,0.5547572886539454,16536.0,0.0,1200.0012000012,0.0,0.0,6400,0.0029818702290076333,0.07559264634736332,model_28/tf.strided_slice_15/StridedSlice_avgpool
RESHAPE,Memcpy,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,model_28/tf.reshape_14/Reshape
TFLite_operator,NNG Operator,SRAM Usage,Peak%,Op Cycles,Network%,NPU,SRAM AC,DRAM AC,OnFlash AC,OffFlash AC,MAC Count,Network%,Util%,Name
CONV_2D,Conv2DBias,1664,0.32382613027774315,4100.0,0.13754867461787468,4100.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.0428734756097561,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg0
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat0_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg1
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat1_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg2
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat2_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg3
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat3_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg4
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat4_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg5
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat5_avgpool
CONV_2D,Conv2DBias,1648,0.32071241748661106,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg6
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat6_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg7
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat7_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg8
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat8_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg9
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat9_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg10
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat10_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg11
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat11_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg12
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat12_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg13
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat13_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg14
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat14_avgpool
CONV_2D,Conv2DBias,1648,0.32071241748661106,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg15
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat15_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg16
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat16_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg17
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat17_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg18
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat18_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_cg19
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_88/Add;model_28/tf.nn.convolution_58/convolution;Const_130_concat19_avgpool
