TFLite_operator,NNG Operator,SRAM Usage,Peak%,Op Cycles,Network%,NPU,SRAM AC,DRAM AC,OnFlash AC,OffFlash AC,MAC Count,Network%,Util%,Name
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg1
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat1_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg2
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat2_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg3
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat3_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg4
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat4_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg5
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat5_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg6
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat6_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg7
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat7_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg8
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat8_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg9
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat9_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg10
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat10_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg11
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat11_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg12
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat12_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg13
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat13_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg14
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat14_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg15
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat15_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg16
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat16_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg17
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat17_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg18
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat18_avgpool
CONV_2D,Conv2DBias,1648,0.32071241748661106,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg19
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat19_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg20
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat20_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg21
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat21_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg22
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat22_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg23
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat23_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg24
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat24_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg25
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat25_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg26
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat26_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg27
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat27_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg28
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat28_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg29
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat29_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg30
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat30_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg31
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat31_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg32
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat32_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg33
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat33_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg34
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat34_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg35
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat35_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg36
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat36_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg37
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat37_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg38
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat38_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg39
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat39_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg40
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat40_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg41
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat41_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg42
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat42_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg43
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat43_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg44
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat44_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg45
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat45_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg46
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat46_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg47
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat47_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg48
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat48_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg49
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat49_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg50
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat50_avgpool
CONV_2D,Conv2DBias,1648,0.32071241748661106,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg51
CONV_2D,AvgPool,1600,0.3113712791132146,2913.0,0.09772665589313878,2913.0,144.0,9.375009375009375,0.0,0.0,100,4.659172232824427e-05,0.006704857535187092,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_concat51_avgpool
CONV_2D,Conv2DBias,1664,0.32382613027774315,1526.0,0.05119494572362848,1526.0,100.0,9.375009375009375,0.0,0.0,900,0.0004193255009541985,0.11519085845347313,model_28/tf.math.add_77/Add;model_28/tf.nn.convolution_53/convolution;Const_139_cg52
